seller_id,seller_city,seller_zip_code_prefix,delivered_order_count
002100f778ceb8431b7a1020ff7ab48f,franca,14405,50
abe42c5d03695b4257b5c6cbf4e6784e,rio de janeiro,21235,49
138dbe45fc62f1e244378131a6801526,sao paulo,2215,49
cb3dd9ce66268c7a3ca7241ac70ab58c,sao paulo,3028,48
aae3bfea055532c57fb453ed3ec80b30,santo andre,9271,48
8b9d6eec4a7eb7d0f9d579ce0b38324d,mesquita,26562,48
729b2d09b2a0bdab221076327f13d050,mineiros do tiete,17320,48
602044f2c16190c2c6e45eb35c2e21cb,ibitinga,14940,48
56642bcb79900e777d68e91915cb4267,sao paulo,3701,48
4c03b9dd4c11ee2cb35c96c49efc9420,campo limpo paulista,13232,48
2a1348e9addc1af5aaa619b1a3679d6b,belo horizonte,30494,48
0ef83d7d83ed97cd2a0049ac8be5f88a,curitiba,80230,48
994f04b3718c2bab35c2adfa8afecd2a,jaguariuna,13912,47
4c498c7345e89aebad651544829beca0,carapicuiba,6341,47
0691148aee60ca47977c187804f935ae,londrina,86010,47
ff1fb4c404b2efe68b03350a8dc24122,mogi das cruzes,8710,46
fdb9095204a334cd8872252ffec6f2db,sao paulo,3331,46
efcd8d2104f1a05d028af7bad20d974b,aracatuba,16012,46
9b00ed88b7fdb95d6ff76e27c1b52d16,sao paulo,8215,46
83e197e95a1bbabc8c75e883ed016c47,mage,25900,46
81f89e42267213cb94da7ddc301651da,presidente prudente,19063,46
3bb548e3cb7f70f28e3f11ee9dce0e59,maringa,87040,46
381c83fdca332ea6afd896da20bf6e4a,curitiba,80010,46
2a5b78b41cd05baeac8df54c6606b92c,formiga,35570,46
f680f85bee2d253556ac91be391d2c82,carapicuiba,6365,45
db2956745b3a8e9f3785c99f34b5d25e,sao sebastiao,11600,45
c68fb906c8f4b4b946d8386bfa6e5467,jaboticabal,14870,45
bccf933e006e9b94a6184af782963e77,assis,19806,45
b8bc237ba3788b23da09c0f1f3a3288c,itajai,88303,45
afe0067131b73e40875c9b6c10bd2e21,lagoa da prata,35590,45
870d0118f7a9d85960f29ad89d5d989a,pocos de caldas,37708,45
6b90f847357d8981edd79a1eb1bf0acb,guarulhos,7152,45
382229d1e840115ffe3dbf5ff460e417,rio de janeiro,23092,45
f789d2c4f2c2eb38fc4373e7a4b35264,juiz de fora,36010,44
c66dccfb3f109511246da627dd5a2498,registro,11900,44
b32be1695eb7ec5f10f72d9610a12527,caxias do sul,95012,44
acce39e832338debb07b02385cde5967,contagem,32110,44
abcd2cb37d46c2c8fb1bf071c859fc5b,cuiaba,78020,44
99a54764c341d5dc80b4a8fac4eba3fb,sao paulo,3273,44
903037660cf848a717166eb7a06d616e,sao paulo,5734,44
4da0e408c99d2fdc2126dc9fce518060,cornelio procopio,86300,44
432c37c9dfba871172ec162e20118b8c,brasilia,70235,44
406822777a0b9eb5c50e442dd4cd3ec5,tatui,18500,44
02f623a8eb246f3c5f7c2f96462654e6,botucatu,18611,44
ef990a83bbea832f36ebe81376335aa8,joinville,89214,43
ede0c03645598cdfc63ca8237acbe73d,ribeirao preto,14092,43
e0a366315b1b726b6c7832d664c0f530,sao paulo,2258,43
cd06602b43d8800bd0afad514919d35c,sao paulo,4119,43
b39d7fe263ef469605dbb32608aee0af,ibitinga,14940,43
b18dc380845b24038cfc48006478f099,diadema,9951,43
3f995f07c49d0d55a99d5c54957f7d81,itapecerica da serra,6853,43
33a17d60c64393351ebf1ef860f4e0f2,porto alegre,91510,43
c013e57c075a06e5b5c48ee03c525719,sao carlos,13568,42
b410bdd36d5db7a65dcd42b7ead933b8,goiania,74645,42
ad420dd0c4f92f8af951ac24b86d0cf5,fronteira,38230,42
835f0f7810c76831d6c7d24c7a646d4d,sao paulo,8030,42
5f3ae9136c875522250f8184f253413a,sao paulo,1550,42
58f1a6197ed863543e0136bdedb3fce2,conselheiro lafaiete,36407,42
3d8fa2f5b647373c8620330c4e077a9f,sao paulo,3031,42
31344c16881c08a8a72c6d2eb29918c1,uba,36500,42
2d50d6282f8aa2257819a77bfaa0efe0,ibitinga,14940,42
1da366cade6d8276e7d8beea7af5d4bf,uba,36500,42
0ed6ce5d87fd9c69eaacaeb778d67235,americana,13473,42
e63e8bfa530fb16910dd6956e592bb81,guarulhos,7160,41
c847e075301870dd144a116762eaff9a,uberaba,38022,41
9add47bf45ce8e8c7db6b9cf670b1e09,fazenda rio grande,83830,41
834f8533b2ecb6598dd004ff3de7203a,sao paulo,5181,41
82e0a475a88cc9595229d8029273f045,sao paulo,3417,41
7dc8c42cc750eeafea6c85712ffee9bf,sao paulo,5424,41
6f892e20a171e98efe17fdb971ff319b,sao paulo,8270,41
43f8c9950d11ecd03a0304a49e010da6,carapicuiba,6341,41
23c38debaffe4a25a30fdbd9b586a13f,votorantim,18110,41
2089a6d640999f9b9141ac719b2af596,sao carlos,13566,41
c9aafcd0621b2207c10e32c649cada4d,sao paulo,8011,40
b56906f7fd1696e043f1bcce164c487b,echapora,19830,40
a2e874074c877c5a05abae80ad6e488f,sao jose do rio preto,15070,40
83deb69e889cf80f82be1dc6d5f2d486,florianopolis,88056,40
34d1ca11b242c0fee2c834ae8d788566,congonhas,36415,40
20d83f3ef0e6925fd74bfd59170babf7,sao paulo,2804,40
1d4587203296c8f4ad134dc286fa6db0,sao paulo,5101,40
1ce3ae5a399804d1a87e706f8a813c3e,jaguaruna,88715,40
dd533b429f380718b70ad9922c294bae,barretos,14781,39
d23019c84ffae2d5ef2270367b8605fc,londrina,86073,39
d1b65fc7debc3361ea86b5f14c68d2e2,mogi guacu,13844,39
cee48807215b30a12ca2ca10ffb5f250,guaruja,11431,39
c60b801f2d52c7f7f91de00870882a75,guarulhos,7174,39
b94cc9f10ddc85e4ba73a6f7974e7101,macae,27930,39
6df688df543f90e9b38f4319e75a9d88,belo horizonte,31230,39
55a5b51f93f2b70ea513f5a047b0262a,sao joao del rei,36301,39
4559697a8f7e637227c2eeaed843baff,presidente prudente,19029,39
3f3486b61f45078d4f31ee5e43d8c5bb,sao paulo,3035,39
113e3a788b935f48aad63e1c41dac1bd,aparecida,12570,39
0bf0150d5b9d60d9cd2906003332f085,sao paulo,1547,39
daeb5653dd96c1b11860f72209795012,belo horizonte,31310,38
d66c305afaec317ebee552073a674429,ribeirao das neves,33936,38
bacb1f0ed56ad24198f5810d2b3fe9a5,jacarei,12328,38
ba90964cff9b9e0e6f32b23b82465f7b,guarulhos,7140,38
b1ac6ea7895bc3dd6f0f6f4abbdd2821,canoas,92030,38
ad781527c93d00d89a11eecd9dcad7c1,sao jose do rio preto,15015,38
7f7b8245c336066a1f9933c359f11d77,mogi mirim,13800,38
75fbb52eda0cbc24f479d3b2fbfa8d3e,goiania,74560,38
5a93f3ab0ef4c84ed5e1b5dbf23978bc,monteiro lobato,12250,38
0cbcee27c791afa0cdcb08587a2013a8,tres coracoes,37410,38
96804ea39d96eb908e7c3afdb671bb9e,ibia,38950,37
6338ea67c41078a46ad99cc009654956,farroupilha,95170,37
5b8154610ebb21fb90eb587365e673df,sao jose dos campos,12246,37
594f9aaa48e5bf431f011ddc5669b0d5,contagem,32185,37
3c03b12bab54d8b37d79d914bfdb1aa0,sao joao de meriti,25561,37
14d7985702e72162bbf13b6beb74ab2b,santo andre,9131,37
0176f73cc1195f367f7b32db1e5b3aa8,ibitinga,14940,37
f181738b150df1f37cb0bd72e705b193,carapicuiba,6317,36
e2aee0892199b1d92530e371abd825bf,rolandia,86600,36
bd4889b5e9133b35b66e42a8665cea5c,sao paulo,2963,36
99002261c568a84cce14d43fcffb43ea,cuiaba,78095,36
66dc1b1632bd6a3e508510c5b3492107,jau,17210,36
63b464dbf392c7b80d12d932fa7cafed,sao paulo,2034,36
5cbbd5a299cab112b7bf23862255e43e,pinhais,83324,36
3586b8580d9c917874e053a1bb37b5ff,araraquara,14802,36
32b8764b4ef628b53608fc34011fcc13,lages,88504,36
325f3178fb58e2a9778334621eecdbf9,taboao da serra,6790,36
31561f325664a8a7aba4c8d0c3a9b3db,sao paulo,3287,36
fde0cc9ea29c8ccfc0a2c22256a58c71,curitiba,81650,35
ec8879960bd2221d5c32f8e12f7da711,itatiba,13253,35
e8f6dc8e6a1dcde89d20e3995c8d90b3,sao paulo,3476,35
dd55f1bb788714a40e7954c3be6df745,sao paulo,1021,35
dc8798cbf453b7e0f98745e396cc5616,sao paulo,5455,35
bf84056e679dbe9c69929847a40e338f,sao paulo,2537,35
bf3c6d2a28b2b5501e6c15448982dcc9,sao paulo,4180,35
bba74270a87732727b5a3b4fd9ac1c39,betim,32604,35
718539d38d07dd351c76db862760e2e2,campinas,13088,35
71039d19d4303bf9054d69e9a9236699,sao paulo,3018,35
6fc26fe110feebd80a433e1f012a84f9,fernandopolis,15601,35
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,rio de janeiro,22775,35
45ba18c210d42734ec52c0c1c574e9ee,sao roque,18130,35
3fd1e727ba94cfe122d165e176ce7967,araraquara,14802,35
3ab971ce71839580d2ae5b4e40fe8044,sao paulo,3210,35
240b9776d844d37535668549a396af32,niteroi,24120,35
11305281b50fff20ae8bb473f8e11876,uba,36500,35
e96498ed8daaa3e9c23f7a62da76591c,sao paulo,5373,34
e49c26c3edfa46d227d5121a6b6e4d37,brejao,55325,34
b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,83010,34
a3dd39f583bc80bd8c5901c95878921e,salvador,41342,34
6a0cbc8af2e8abd1bdfb777943d174c6,batatais,14312,34
5b179e9e8cc7ab6fd113a46ca584da81,sao paulo,5424,34
42bde9fef835393bb8a8849cb6b7f245,brasilia,71551,34
33ac3e28642ab8bda860a2f693000e78,cotia,6717,34
26d8a1c7c75d513045798992ead43aa2,apucarana,86800,34
dfc5fb7259bb2b599ca565e6e9448f0f,sao bernardo do campo,9780,33
d93919c944be9cff128f6c9cb899eacb,mombuca,13375,33
d5ba419e26d246a0719437cf37d9b46d,sao paulo,3437,33
d3f39f05462b79a4562d35893a28f159,mococa,13730,33
cc5a78bbad32776dc4e3af205218368c,divinopolis,35501,33
b839e41795b7f3ad94cc2014a52f6796,sao caetano do sul,9541,33
93dc87703c046b603023e75222018b45,belo horizonte,30315,33
8bd0f31cf0a614c658f6763bd02dea69,sao paulo,1222,33
65febd49fd28ec955651299159b1f527,sao paulo,3275,33
5160d23075764e18e07c1f4a87fad743,sao bernardo do campo,9720,33
48efc9d94a9834137efd9ea76b065a38,curitiba,81130,33
1caf283236cd69af44cbc09a0a1e7d32,nova iguacu,26020,33
0ffa40d54288e4f3499b8780dd0f144f,presidente prudente,19013,33
fad44952713764836814be105382aee5,rio de janeiro,21340,32
f62d7bb4a613ec758a03342d46b580b2,vicosa,36570,32
ea67327e24487bdfac5fbfa37ea124df,ibitinga,14940,32
7b0df942f46435babab05d49b744b2c4,braganca paulista,12924,32
6481e96574816ead57975da2c0f6d80d,sorocaba,18072,32
3c4e0452bff7a2a788179488d3d77032,colombo,83408,32
3340ef1913fb70d28420f6ceb685c339,maringa,87040,32
2745f798279e0ed033addcc1474776d7,sao paulo,3106,32
232a6014e7b10cba61c6c2b2ea6bb4b0,cafelandia,16500,32
f67efa3f0b6761102a7f8c6b7b571f5d,curitiba,82300,31
f00e21b1e91a79653163b7fd8f293ff1,andradas,37795,31
ed4acab38528488b65a9a9c603ff024a,sao paulo,8260,31
cd6efc47efaabf134f8bdb654e10b4f1,rio de janeiro,23050,31
9baf5cb77970f539089d09a38bcec5c3,indaiatuba,13330,31
78c99c6dff4eeae5be99bf635ed21e3f,marilia,17510,31
72c5da29406b4234927b81855e7b64f6,guarulhos,7077,31
5d3bb11474a06bdc23fb9e89f1164ee0,assis,19804,31
5c6d4016c2a288f074fa0848a2b653d2,sao paulo,1209,31
4e06067cc08b3f41d837768d392c3ee3,betim,32604,31
4917cee8d902e13428c3ec4b1ca6f315,blumenau,89031,31
33576ec5412fb5905d876f12f33bfde6,curitiba,80040,31
276677b5d08786d5dce7c2149dcce48b,belo horizonte,31730,31
20cb7c2fde3e5bf10f0bbe7394e1c6a9,andira-pr,86385,31
18e694e0e48ed6f7aa3f24aade5fd697,varzea paulista,13224,31
0ebd97a106433a45a4aebe57c1799778,contagem,32240,31
070d165398b553f3b4b851c216b8a358,sao paulo,3916,31
01fd077212124329bac32490e8ef80d9,ribeirao preto / sao paulo,14079,31
e8b4225284fbb02d16f200513f1f395d,novo horizonte,14960,30
e38db885400cd35c71dfd162f2c1dbcf,brasilia,70740,30
c8b3445d737de6befde0c88ede534a5e,sao paulo,5734,30
c8467937e403e76a8ee9f0ab13f6f5ef,pocos de caldas,37704,30
b74d1c09cb380e1d03a6f859c6f4224b,rio de janeiro,20061,30
b4a476fbd28de64b1e347abf9089366a,itapevi,6653,30
b335c59ab742f751a85db9c411a86739,araguari,38442,30
b2ac621f0d0322434d04a12b078b9369,curitiba,80220,30
974cf2cb8f4b7add98709c30df02fe10,araraquara,14802,30
6ec1a01e866584bb679eb9b098345919,santos,11040,30
66e0557ecc2b4dbea057e93f215f68d8,sao paulo,4771,30
40d54b51e962dbe09cabbcfd33298dee,santo andre,9230,30
3c487ae8f8d7542beff5788e2e0aea83,gama,72460,30
2bf6a2c1e71bbd29a4ad64e6d3c3629f,nova friburgo,28615,30
2a6fbeaa7ab9e5d59a35841a8da71ce4,jaragua do sul,89259,30
02f5837340d7eb4f653d676c7256523a,curitiba,80620,30
e06f09ec0a4aca210779cf1cfc63cf19,sao paulo,4773,29
d4e12e7884759a14fa0f5f896c791cae,sao paulo,2242,29
94e93ce877be27a515118dbfd2c2be41,votuporanga,15502,29
8b2492b7ff4468839593fafeed55bad9,sao goncalo,24451,29
8931a84a914b3fe9b1ddaa4d704947ca,sao paulo,8410,29
850913d59ce317156b00f3705f1c3edb,atibaia,12942,29
6e386f64c84e482f0b9abf960797ee1b,sao paulo,1539,29
4ebdc7e6cd6102a022dadc49156d4ea8,sao paulo,5030,29
4bf2f4ee540798a61f9636d12cd9cc80,assis,19814,29
3361277dc30b7cccdb0c286b24219756,maringa,87015,29
323ce52b5b81df2cd804b017b7f09aa7,sao paulo,3306,29
31da954dc0855f2495c6310f70a2f931,araras,13601,29
238fac594e170b59c6d228f5a4f4f1d9,dois corregos,17300,29
1b938a7ec6ac5061a66a3766e0e75f90,penapolis,16304,29
1464afc72f696af775557a821c2e253f,nova friburgo,28630,29
f12ff17ad8bbf01ec5c33b17e506649b,sao paulo,3186,28
e7d5b006eb624f13074497221eb37807,santo andre,9291,28
d97df38225e5abadaff1e72cb72b823c,sao caetano do sul,9560,28
d379f449f2a3b271bc01c0782020f705,divinopolis,35500,28
d1ef48b38baca7e831711c4a0aeb398f,apucarana,86800,28
c0563dd588b775f2e37747ef6ad6c92c,santo andre,9220,28
bf00385a5f7fc1ef39a13c2e9ee50a5f,sao paulo,1224,28
960945e1a9535cbc0cd6ddd35fbe7ae8,sao paulo,8290,28
817245bcc3badd82bbd222e0366951a6,bauru,17056,28
6061155addc1e54b4cfb51c1c2a32ad8,campinas,13043,28
57c764b4a836300be881e2ff86e449f9,ribeirao preto,14021,28
3ade81dab5a172b88e1871c28ae05260,sao jose do rio preto,15076,28
28f10b1c5e5abb9d4857745bede6147c,sao paulo,4250,28
1771297ac436903d1dd6b0e9279aa505,guarulhos,7025,28
14a08204d03bb6b6bde8029f801ae0eb,sao paulo,1026,28
0bb738e4d789e63e2267697c42d35a2d,sao roque,18130,28
ffc470761de7d0232558ba5e786e57b7,guarulhos,7091,27
cc3d14116804f7209f3884f6367f1152,curitiba,82940,27
cac876b37d3abcd6bd76caca30277996,cascavel,85816,27
95ec4458365c4d11f452ccf538377619,limeira,13481,27
73a63f72308aa20a46f4b1632018f196,curitiba,82510,27
671585f5a2af58b6e276bc01003c0d2b,curitiba,80510,27
5f5b43b2bffa8656e4bc6efeb13cc649,sao paulo,4880,27
5b67882648febfb6e1225e6ad7164f6b,umuarama,87502,27
575df70bde3f9f2b30bf8d2e9910d725,sao jose do rio preto,15075,27
4aba391bc3b88717ce08eb11e44937b2,arraial d'ajuda (porto seguro),45816,27
38e679b9e0064cd94c6f035707344dae,londrina,86010,27
271c58a1d139c45eaf3316107c6d3a3b,sao paulo,3632,27
1f1bb1f0859883505541bdd6606193e5,sao paulo,2124,27
17306570e772e7718c92a562d33f5f1d,bariri,17250,27
0885aaf116795758dfeb5f1032487bcd,ferraz de vasconcelos,8541,27
f61c63d13f7cd800549d5acdd390ae72,pilar do sul,18185,26
f41ce2e25237f9092cd8e6e7516c7a2f,guarulhos,7013,26
e883aa812c37a7413226856f4579fe91,itapevi,6696,26
e5e33c0d8e7e002f398f5dc4cbbb338f,bauru,17032,26
e0878efa0e0b7e5313ac0b43bc04c081,curitiba,80230,26
df560393f3a51e74553ab94004ba5c87,loanda,87900,26
ccf8813e5a7d6c84d865cd38bfc2b130,taubate,12080,26
b8555308bfdb4ca1ed54325a58da9a97,sao bernardo do campo,9751,26
8d79c8a04e42d722a75097ce5cbcf2ef,caucaia,61658,26
8090490573c6c0aa343a7231ebcb8c86,sao paulo - sp,4130,26
7ade73f1b9b4e965f9009a4c3a7e2c15,bauru,17051,26
77a515caa36327151d1cc6c32a9f00e1,diadema,9912,26
6a8a889bde935bafa76d7848782dfaf9,sao paulo,2839,26
4bfc7a4a1cf8d4d2121c27422d9e50b5,sao paulo,3111,26
3771c85bac139d2344864ede5d9341e3,sorocaba,18087,26
06df0c10d34e459d9672bc77388742eb,maringa,87045,26
f7496d659ca9fdaf323c0aae84176632,sao paulo,4156,25
edf96ef93ed595084bbcbd9224bd2894,sao paulo,1545,25
ed4311e67debd72b8610a5347a743087,guarulhos,7170,25
e48b04bf1aa1ef711caebeb7aede6180,curitiba,80240,25
c8417879a15366a17c30af34c798c332,sao paulo,4445,25
b2a6d334e2833acea353624840e25a0e,sao paulo,4133,25
916748bc99315c2d202898ae58b1617e,sorocaba,18040,25
5debea795b07621e1f90532e18f96145,apucarana,86800,25
3b872fd4747f01cc56206f2934198618,ibitinga,14940,25
3481aa57cd91f9f9d3fa1fa12d9a3bf7,capivari,13360,25
272f092de69afedd4d2969440b37f18f,sao paulo,3265,25
2709af9587499e95e803a6498a5a56e9,sao paulo,3813,25
1dc2de47ee26a0a5b12dc14fd6dc0dea,ibitinga,14940,25
198c7ea11960a9844b544d9bcdca860c,jacutinga,37590,25
15aac934c58d886785ac1b17953ea898,muqui,29480,25
f76a3b1349b6df1ee875d1f3fa4340f0,sao paulo,3275,24
e89c4adbe7b1d0819dbb636e16461cf1,indaiatuba,13347,24
cea729054f157f5870bdd321a958d994,sao paulo,3161,24
c731d18cea9bf687ffee82a241c25b11,concordia,89701,24
b83cedfb587e7911540e3f576d6917ce,sao paulo,4870,24
a938325a4b357fd23a6a4d5bb126408e,nilopolis,26510,24
a3f0b55de503387383c7b1de3ad7f678,curitiba,82400,24
821fb029fc6e495ca4f08a35d51e53a5,sao paulo,2030,24
7ecd59e5e20407131822c1a68ac59c1f,brasilia,70719,24
6a51fc556dab5f766ced6fbc860bc613,marilia,17500,24
2e13c71026e1a39ba5cc1b86dcb679aa,sao paulo,2265,24
2199e7fe213c16213bf5d6a7eadc9a5d,registro,11900,24
0afccdb8a34ee5c79f7c06faf2b4d56e,uberlandia,38400,24
e7df4cd29ab5abab70fb0783ddb53987,sao paulo,4122,23
d71d863e5ef30d94e440c11be17dcd8f,osasco,6144,23
d624126b9206f595fb3fbb6ba03b28a8,curitiba,80045,23
a36b125ac6d5fdbc7f50de85c9157bdc,ribeirao preto,14020,23
977f9f63dd360c2a32ece2f93ad6d306,tabatinga,14910,23
8cc6a0e5738e61a87b03c78b2ba9db4b,andradas,37795,23
7e26c750b4cb9f6766f58265ff9ebe95,belo horizonte,30270,23
79ed755314cfe6df0daef2c6cd3022cd,rio claro,13503,23
681fce914360217db47784ae28905a96,araucaria,83709,23
6426d21aca402a131fc0a5d0960a3c90,ribeirao preto,14091,23
5c853bb56f70f4d14218944bae111d7a,cotia,6715,23
4b5f66b7adcf57f1ecc0d3c07dd6b177,vendas@creditparts.com.br,87025,23
42ef3192a9ff87a22d1867b74b3ee205,santo andre,9090,23
244c2f1bff6afe1f2eaf9bfe9b2aed38,mogi das cruzes,8832,23
23a0ffca143a15b9b5bbdb7d552f626a,sao pedro,13520,23
157c3e4b42f81ac4a44e8b1ca2fe9876,sao paulo,3211,23
10076e5788b8ee532724bcd460baf762,batatais,14315,23
013900e863eace745d3ec7614cab5b1a,curitiba,80740,23
fb89df7f89fd1b8f03fa2acca1ba7364,foz do iguacu,85853,22
f615fe7efbef0f4f08fd3086bc7a3e60,atibaia,12940,22
f0837c8d71434931d9e38e7b79234797,arvorezinha,95995,22
eed78ac17f7f795a19a709745f00cd4e,botucatu,18608,22
e9511df20ccd82658a30c37b7fb343af,bauru,17026,22
df56d7b40d437f88407c5f78b63bc328,cascavel,85812,22
d8c7ba53e7e38711eaef8c2849d6d2e1,floresta,87120,22
916c9de0b5ad957346eeeb12f332687e,curitiba,80240,22
8fdca8e349553f99bc738833a62c8802,sao paulo,2189,22
7f2617c58d5d06806987308b45654351,sao paulo,4571,22
7b1222c3624aa89b9558b50a2594188c,sao jose do rio preto,15041,22
7901646fdd36a55f564ffaf2dbccaaf7,rio de janeiro,20021,22
730937bf88cb151eb2eb849f642fc213,rio claro,13500,22
7139dc5186aa238b006e066d8fbab2e4,amparo,13901,22
5670f4db5b62c43d542e1b2d56b0cf7c,sao paulo,3694,22
55f7a3319d80f7fdf078b8f03e6725fe,osasco,6056,22
503c1de08ae81a2d86f17951b204db55,sao paulo,3725,22
42fa4ee7240e9b8eb4576358ec142ba7,caxias do sul,95012,22
4200ddf1967c5e41e48db62bc6d4b5ac,sao bernardo do campo,9710,22
39d54ff918774174706fb065d7f9dc07,sao paulo,4243,22
2b1a40c1daabc6ca280c4b815c101841,divinopolis,35500,22
13d058e4eeac2ce8217660b2f8a05812,osasco,6080,22
0d33a55da925bbf1ff02af5f6059fc7f,sao paulo,5632,22
093805f8f2aeb63881444571e1f48f30,osasco,6236,22
f4db9b37944bcb8873e6b456ee190bbf,itaquaquecetuba,8599,21
e99e927c81e3f51739c94fcdfca9f10f,uberlandia,38400,21
e6a69c4a27dfdd98ffe5aa757ad744bc,sao paulo,4424,21
c72de06d72748d1a0dfb2125be43ba63,guanambi,46430,21
bd697db56ff8e7c9cd1abeb7f72029b2,sao paulo,3533,21
bc47d5d1490df2b36add65d733eafaba,santo andre,9163,21
b347677812ea483b0f528eaf8cbc09b7,curitiba,82540,21
af4a0e4cfe1d9c26b6712b1be25a72e5,mateus leme,35670,21
af3ef48d0e13835e529c29ac573c63e5,araraquara,14802,21
a5a1bfcf728ab0e19182959cf0771ee4,socorro,13960,21
9596c870880d900012f2e8e6e30d06d7,varginha,37074,21
845e8036c3f7bf62099352f5ed910240,rio de janeiro,21041,21
7c5b05cbdb5542049f38d90d7815b97d,sao paulo,5201,21
6b15924333bd1a741595fe981ea04822,sao caetano do sul,9541,21
679769a98cfcc6da877c8486ff1c13f3,ipatinga,35162,21
5bffbafbb22daf6d3bfc216a46db8708,nilopolis,26525,21
55d3daac7c404d59e51c2aa2f4dc5a23,sao paulo,2150,21
52f9db5cfb423382a2fa5c9e39303202,echapora,19830,21
4e5725ba188db8252977a4f0227bd462,ribeirao preto,14092,21
412a4720f3e9431b4afa1476a1acddbe,campinas,13060,21
411f3b52d857390502ee4e4d5ceabc2d,ribeirao pires,9400,21
3d5d0dc7073a299e31fa718ce1bc00b6,rio de janeiro,22785,21
3785b653b1b82de85ab47dd139938091,ampere,85640,21
2156f2671501a81034d7d07f217609d0,sp,4776,21
1c40343cc5d18c2d8248ac2f3366de34,limeira,13482,21
02ecc2a19303f05e59ce133fd923fff7,santo andre,9121,21
ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,sao paulo,8140,20
f9244d45189d3a3605499abddeade7d5,sao paulo,3029,20
f918546be4bec7104d117789ba758b2b,sao paulo,5634,20
f08c008c8a8d31417763738a1788a2a8,santa terezinha de itaipu,85875,20
e21a1e8be4715b0fcfd5385643bc49c4,jaguaruna,88715,20
d3674f271c91f824f82d24d92011f669,brasilia,72233,20
cfe94489ddd337d1e29e12f2a7205d10,sao paulo,3178,20
bf100ecb7997df312b285358fb32f92c,sao jose dos pinhais,83070,20
8ab42aa58097fd4668d60cc648225d5f,goiania,74150,20
82bd0703a4aefd6b599e5bfdaed378fb,marilia,17510,20
808d4348b916efa08e766ebad39f61eb,sao paulo,2336,20
7f152321c60a266edc53af1925ef96c1,criciuma,88801,20
6288c69c4ce638e59925e59193f98b16,santo andre,9010,20
542917da124346b47ea1ac79a93ce454,curitiba,82560,20
41c2bad7229b0c25e6becf179ebf63ff,natal,59020,20
1fe5540d7c1c37a595fefbacd5570d9e,paraiba do sul,25850,20
1dfe5347016252a7884b694d4f10f5c4,ibitinga,14940,20
1a932caad4f9d804097d7f8e615baed1,sao paulo,2976,20
054694fa03fe82cec4b7551487331d74,itajobi,15840,20
f5b44895715ddfe3087dc414f30268f3,sorocaba,18017,19
f593898ec748b7a8cb81fc04edafd98a,pedreira,13920,19
ef2fbc2b607d8492bcffe657a4645434,rio de janeiro,20051,19
eb5b6204dde3a6e03b5f1bb8479f055b,embu guacu,6900,19
e84ad2127668df3aafc6b73531a0beb8,sao paulo,4613,19
e5475dcab1e07b63d7f6e902d8f5eda8,diadema,9921,19
e24d3429d294b2eb200b064ebb035879,sao paulo,3514,19
d9442042130b7fe579d1295f9f4a248f,sao paulo,3550,19
ce69a8021d18961dd2a40269b7c2c293,curitiba,81070,19
b494891378bd8f4560abe576c52deacd,sao paulo,4160,19
b1fecf4da1fa2689bccffa0121953643,campo grande,79107,19
b19f3ca2ea475913750f25a5c37c8d8f,divinopolis,35501,19
a44fb5a447105f8469bdf16bf9159f25,porto alegre,91920,19
9dda5bbacd45e18d6485fee649205d09,santa rita do sapucai,37540,19
93b9a99027bd8bd6af682aff18dd19bf,mairipora,7600,19
8ed8ea9a57c862f2c18c2fe41f601d56,blumenau,89030,19
888faa8bfb0b159c37de6d898b961c31,braco do norte,88750,19
7bac63f6603d382cc8d0832eb6c100a8,sao paulo,5713,19
784ba75dd9d20200c4caed3d7a77141a,sao paulo,1040,19
6d988d6174a2c27441597174f8905515,maringa,87070,19
67883baaae6134ee81b271a542613728,sao paulo,1310,19
65b081a070633e057c462abdd6fb9dd8,morrinhos,75650,19
52f0fe436a347ddad7ed5f9aa4e27eaa,sao paulo,1129,19
52d76513f0c4d97f3b99570e2c94ee31,novo hamburgo,93348,19
4c8b8048e33af2bf94f2eb547746a916,ibitinga,14940,19
430315b7bb4b6e4b3c978f9dfa9b0558,sao paulo,4857,19
094ced053e257ae8cae57205592d6712,ribeirao preto,14095,19
04e38a233f726ef161074ab1c9b0399a,sao paulo,1239,19
ffdd9f82b9a447f6f8d4b91554cc7dd3,curitiba,80030,18
fbc14c0cf93505ef89f64665ffa4a7b5,serrana,14150,18
f5f2ab9bdb6b30c14c61be68c5ed37da,porto ferreira,13660,18
f4c4daa86e30c7e5a553a8d518ac03a5,cascavel,85801,18
f4a04f7be452aa3bb31760bf00055dd0,santo andre,9010,18
ea00f977a203ff88adf7057cb7806998,santos,11085,18
dfc475d54e1b6dbeeb7d7d9bdaa63827,curitiba,81460,18
d51e0a403fe2e689ece6c73359d96e12,pompeia,17580,18
d03698c2efd04a549382afa6623e27fb,ilheus,45658,18
c35672b10ad50968f567ea3f4b91e877,mesquita,26551,18
bc2ac6b95e1accce9858528ee566c17e,campinas,13085,18
bb135baca94c82fcb731335ad5b04a03,sao paulo,4362,18
b4f8921fcc4ff77b66bea6dda43dcd51,caxias do sul,95034,18
8a2d12a90e92f012ce5226fc6592b653,curitiba,81210,18
